Quem interpretou Gus Fring em Breaking Bad?,72,2346,5376,9666,21840,25234,30276,30516,30822,31306,32266,34512,34886
Em que linguagem de programação foi escrito o GIMP?,72,2254,5214,8298,8818,9370,10556,11612,12830,14924,16602,19510,208936
Em que império antigo você poderia pagar com grãos de cacau?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o editor da Forbes?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos habitantes tem a capital da Austrália?,56,936,1606,3002,6408,12820,33462,56306,87926,119106,212984,448458,-1
Quais surfistas profissionais nasceram na Austrália?,22,814,1362,2494,5826,12042,31872,55288,85158,116678,207308,441080,635602
Que companhias de eletrônica foram fundadas em Beijing?,12,2306,5402,9748,22190,39152,75212,113400,151964,194380,246978,248170,-1
Mostre todos os jogos da Mean Hamster Software.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantas lojas Aldi existem?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a capital de Camarões?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Há algum jogo eletrônico chamado Battle Chess?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A esposa do Presidente Lincoln chamava-se Mary?,42,1244,2650,5870,11566,12994,13066,13212,13436,13760,14128,14784,772022
Encontre todos os filmes dirigidos por Francis Ford Coppola.,0,490,1654,3078,7158,15280,44138,52790,53246,53590,54340,55254,520592
Qual filme de Tim Burton teve o maior orçamento?,32,2116,5058,9146,18556,19730,19858,20172,20718,21462,23134,24836,557844
Breaking Bad tem mais episódios do que Game of Thrones?,14,1376,2408,5256,10662,18482,41190,50770,58302,59828,72282,75346,77840
Quem era chamado de Rodzilla?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Natalie Portman nasceu nos Estados Unidos?,42,1312,3662,5510,7240,11930,27640,54130,92150,141346,232288,432196,11669234
Mostre os netos de Elvis Presley.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?,32,948,2434,4706,11144,19616,42036,42420,42594,42988,43338,43754,502664
Quando morreu o criador de Drácula?,22,1902,4702,8752,15638,15754,16156,16564,17086,17584,18618,19778,120412
De que país vem o criador de Miffy?,90,346,364,402,484,532,634,1448,3234,4084,4838,7788,722284
Qual é o nome verdadeiro do Batman?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que forma de governo a Rússia possui?,42,568,1058,1826,4180,7622,15764,27026,43434,61546,92352,94112,8957162
Quantas companhias foram fundadas pelo fundador do Facebook?,90,2336,5386,9662,21090,28624,28852,28938,29048,29232,29298,29464,-1
Liste todas as gravadoras canadenses de música Grunge.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos filhos Benjamim Franklin teve?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste os filhos de Margaret Thatcher.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
De que região é o Melon de Bourgogne?,90,2450,5550,9900,22350,39800,89700,159600,249500,359400,561750,999000,-1
Qual é o filho mais velho de Meryl Streep?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
As rãs arborícolas são um tipo de anfíbio?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Christian Bale atua em Velvet Goldmine?,68,1288,2888,4878,11010,20814,28798,28830,28834,28834,28834,28834,29742
Liste todos os jogos da GMT.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O Isar desemboca em um lago?,90,1896,2422,4172,11422,23670,60366,115666,190114,285214,465364,865614,1526248
Que aeroportos a Yeti Airlines serve?,4,1564,4160,7832,19182,32942,69386,71126,71354,71714,71986,72864,6961844
Que empresa indiana tem o maior número de empregados?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que cor expressa a lealdade?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a cidade com maior população?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem criou a Wikipedia?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rita Wilson é a esposa de Tom Hanks?,66,1542,3394,6480,13512,23676,50348,62956,63094,73010,103836,202992,353934
A esposa do presidente Obama chama-se Michelle?,60,1050,2606,4864,11870,21880,47184,77402,80510,80652,94024,191380,716938
Quantos grupos étnicos vivem na Eslovênia?,6,96,232,346,550,1980,4444,5768,7016,10296,11498,19370,-1
Quem é o presidente da Eritrea?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que filmes Stanley Kubrick dirigiu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando o Titanic foi completado?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantas páginas tem Guerra e Paz?,32,976,2926,6126,16276,31428,76728,142028,227328,332628,520074,689128,3180564
Quem é o jogador mais jovem da Premier League?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a montanha mais alta da Itália?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a altura de Claudia Schiffer?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foi o vice presidente de John F. Kennedy?,26,1906,4706,8758,20608,37458,45606,88318,129424,129584,129684,129970,1121836
Que subsidiária da Lufthansa atende Dortmund e Berlin?,42,1828,3422,4674,7524,13322,30994,53444,78982,106328,159968,226246,852994
Quem foi o sucessor de John F. Kennedy?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem compôs a trilha sonora do Titanic de Cameron?,56,1892,4172,5300,5930,15840,47862,92344,152312,153188,154126,154376,4315840
Quais filmes Kurosawa dirigiu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Para qual gravadora Elvis gravou seu primeiro álbum?,66,1216,3058,6848,18994,36142,78646,118702,161840,189498,190058,190508,706588
Em que fuso horário está Roma?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a moeda da China?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem são os desenvolvedores do DBPedia?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O local onde Abraham Lincoln morreu tem um website?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o rei da Holanda?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que cidade Nikos Kazantzakis morreu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foi o pai da Rainha Elizabeth II?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste todas as aves que correm perigo de extinção.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos habitantes tem a maior cidade do Canadá?,24,596,2010,3172,6914,12608,30132,59684,92826,145190,200268,373412,-1
De quais conflitos militares Lawrence da Arábia participou?,6,20,20,22,56,56,1284,2994,5032,6774,7418,8462,7595994
Qual o livro com maior número de páginas?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que país nasce o Nilo?,86,2348,3834,4156,4920,5240,5282,5426,7016,8496,11930,27188,808758
Quem é o piloto de Fórmula 1 com mais corridas?,22,62,106,116,424,458,496,700,740,796,2294,17544,160454
Que companhias produzem aerodeslizadores?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Elvis Presley teve filhos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que cidade o presidente de Montenegro nasceu?,48,564,2902,6552,17332,33132,74288,116496,144436,145808,146514,147764,-1
Em que país Bill Gates nasceu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que país se fala japonês?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostre me o livro que Muhammad Ali escreveu.,90,2446,5546,9888,14462,15156,16300,17286,18360,19338,20804,23664,752298
Michelle Obama é a esposa de Barack Obama?,70,1290,2922,5444,12656,22026,48654,77400,80522,80658,94706,200798,372700
Qual é o código de área de Berlin?,74,1176,2626,4702,10702,19752,45916,83936,131852,186352,277876,449776,-1
Liste todos os atores que atuaram em Last Action Hero.,0,0,0,462,5096,12488,35258,65936,93926,132122,226684,476428,10561684
Quais são os apelidos de San Francisco?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual foi o primeiro álbum do Queen?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Por quais países o rio Yenisei passa?,90,2350,5240,7002,7022,7022,8504,9738,10514,11082,12742,18366,733680
Quais séries de televisão foram criadas por Walt Disney?,72,1554,3746,7990,19942,37064,71824,84034,84136,84340,85156,86560,211642
Qual a ponte mais comprida?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
De que país é a Sitecore,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Com quem Lance Bass casou-se?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a capital do Canadá?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em quem Vincent van Gogh inspirou-se?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que cidade John F. Kennedy morreu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O presidente Jackson dos EUA envolveu-se em uma guerra?,56,1486,1864,2230,3338,5256,42508,93286,127694,163240,248442,413924,-1
Quem escreveu o tema do Game of Thrones?,72,2352,5398,9650,21102,25752,29804,30412,31564,34786,36456,39556,1419492
Quem projetou a Ponte do Brooklin?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando Boris Becker encerrou sua carreira?,90,2438,5526,8184,8404,8724,14452,20578,27106,27202,27522,27984,152898
Que tipos de uvas crescem no Oregon?,90,536,2086,3446,6588,12286,21516,22342,25536,30274,69464,233026,5797008
Qual a altura de Michael Jordan?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A que partido o prefeito de Paris pertence?,54,2060,4890,9040,21012,36470,68406,104248,141124,178968,238328,353280,4529666
Quem escreveu o livro Os Pilares da Terra?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foi o 16o presidente dos Estados Unidos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a altura do Monte Everest?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foi o orientador do doutorado de Albert Einstein?,44,2062,4956,9098,21138,38174,87262,156352,245434,354486,552930,558822,674374
Em que cidade Sylvester Stallone mora?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a moeda da República Tcheca?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sócrates influenciou Aristóteles?,50,664,728,762,952,1182,1708,2118,2448,2740,3054,3802,197404
Qual o fuso horário de Salt Lake City?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o filho de Sonny e Cher?,46,1820,4266,8268,19828,34408,79850,145798,216526,288870,411178,605462,1043188
Em que cidade está a sede das Nações Unidas?,2,614,2318,3378,5278,6406,6590,6730,7244,7356,7612,8832,-1
Quem é o fundador da Penquin Books?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando foi fundada a Jack Wolfskin?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o prefeito de Rotterdam?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste todos os oceanógrafos suecos.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostre-me a autobiografia de Hemingway.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem são os pais da esposa de Juan Carlos I?,74,2434,5526,9874,22320,37662,41036,41060,41136,41224,41432,41610,2043862
Tesla ganhou um Prêmio Nobel de Física?,72,1000,1234,1290,1350,1358,1358,1358,1358,1358,1358,1358,1410
Quem é o jogador de basquete mais alto?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual cidade tem menos habitantes?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A proinsulina é uma proteína?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foram os pais da Rainha Victoria?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Che Guevara teve filhos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O lago Baikal é maior do que o lago Great Bear?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kaurismäki alguma vez venceu o Grand Prix de Cannes?,90,1716,3010,5122,11320,14308,23768,28102,40964,49716,53984,54832,9459254
Liste todos os livros de William Goldman com mais de 300 páginas.,90,2020,2854,2860,2892,2928,8884,34280,71638,72888,76564,88010,1162426
Onde está localizado o Fort Knox?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que estado dos EUA fica o Fort Knox?,36,2076,4010,5460,11178,19092,56554,107992,175334,235602,328014,492510,-1
Onde está enterrado Syngman Rhee?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual é o fuso horário de São Pedro de Atacama?,90,2448,3572,3582,3588,4104,5684,5684,5684,5684,5684,5684,6146
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?,2,1262,2892,3312,3376,3600,4698,11364,17544,37862,78278,91606,3166500
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?,90,2448,5398,9698,21384,31252,42542,71492,117592,183696,320346,648096,-1
Mostre-me todos os livros de Asimov da série Fundação.,12,448,750,1146,2952,3110,14620,45920,96382,120272,122548,129876,567342
Liste todas as cidades em New Jersey com mais de 100000 habitantes.,6,58,104,118,586,626,768,1100,1780,2208,3324,11872,-1
Que museu de Nova York tem mais visitantes?,34,2226,5326,9670,21788,36188,66486,99292,135048,174326,238082,353770,5806228
Qual a altura da torre Yokohama Marine?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A nova série Battlestar Galactica tem mais episódios do que a anterior?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o jogador mais jovem de dardos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem desenvolveu o jogo World of Warcraft?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual papa fundou a Televisão do Vaticano?,2,1722,4420,8370,19724,28394,63676,118586,178082,180366,180434,180598,316026
Quem compôs a música para Harold e Maude?,42,1398,2898,5514,14236,20636,20928,21242,21652,22064,22632,23378,127328
Liste todos os membros da Prodigy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem atua nos filmes espanhois produzidos por Benicio del Toro?,58,2162,5030,8502,17542,17662,18058,18220,18610,18814,19130,19692,524870
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?,56,1220,2752,5026,11306,18974,34896,51360,69452,86116,113468,171646,399136
Em qual país está localizada Meca?,20,1964,4854,8998,21030,38054,84854,104358,106344,110012,110206,111470,1067274
Quantos idiomas são falados na Colômbia?,56,578,1008,1924,4896,9728,19634,38650,64872,75896,76218,76524,-1
Qual o maior estádio da Espanha?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que surfistas profissionais nasceram nas Filipinas?,28,1162,3912,7832,19580,36316,83258,133238,183396,235538,312572,344984,451600
Quais são os cinco condados de New York?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cola é uma bebida?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando a princesa Diana morreu?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Onde é produzido o vinho espumante na França?,90,2428,5524,9854,21260,33416,59430,76108,78346,78528,79328,81542,149604
